Nro. IMNC,Nombre Insp.,Taller Insp.,Taller IMNC,Sec. Costo,Causa,Estado,Fecha IMNC,Fecha Disp.,Disposición,Fec.Cierre,Fec. Comp. Tareas,Prog OTG,SA IMNC,Cliente,Contrato,OTG Origen,OTP Origen,Agrupador OTP Origen,Operación,Desc. Operación,Taller de la Ope.,Doc. Cliente,Cod.Prov.,Proveedor,Nro. Parte,Nro. Serie,Desc.,Desc. Discrepancia.,Cód. Novedad,OTG Resolución,OTP Resolución,Agrupadora Resolución,Taller Ope ó Taller IMNC,Tecnologia Taller,Matricula / N° Plano
60387,Kanon,3768,403,,,Vigente c/OTP,09/01/2025,09/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,755468,0.0,5,"REGISTRAR NUMERO DE RASTREO SEGUN IPT-PAM-0010.
CONTROLAR CONDUCTIVIDAD ELECTRICA SEGUN IOP-PRE-0186 E IPT-PAM-0010. REGISTRAR % IACS ( 46,0 - 51,0 ) = ______________

VERIFICAR CORTE DEL MATERIAL SEGUN IPT-PAM-0013 (PAG.6).",3768.0,,,Goku,390-47416-001_MF,21-21,RECUBRIMIENTO CENTRAL IZQUIERDO,"Material provisto chapa AL 2524-0 CL - 051221-1-1 CM 95352839148 ( DATOS REGISTRADOS EN IT ) , presentan marcas , rayas y golpes .
Esta chapa por su aspecto es diferente al resto de las provisiones pero con mismo numero de rastreo según IT .
Ver observaciones indicadas en las chapas provistas pabellón 31 .",PAM-005,41932805.0,758610.0,60387.0,3768,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),21 - 21
60388,Seiya,3768,403,,,Vigente c/OTP,09/01/2025,09/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,755473,0.0,5,"REGISTRAR NUMERO DE RASTREO SEGUN IPT-PAM-0010.
CONTROLAR CONDUCTIVIDAD ELECTRICA SEGUN IOP-PRE-0186 E IPT-PAM-0010. REGISTRAR % IACS ( 46,0 - 51,0 ) = ______________

VERIFICAR CORTE DEL MATERIAL SEGUN IPT-PAM-0138 (PAG.5).",3768.0,,,Goku,390-47417-001_MF,21-21,RECUBRIMIENTO TRASERO IZQUIERDO,"Material provisto chapa AL 2524-0 CL - 051221-1-1 CM 95352839148 ( DATOS REGISTRADOS EN IT ) , presentan marcas , rayas y golpes .
Ver observaciones indicadas en las chapas provistas pabellón 31 .",PAM-005,41932805.0,758609.0,60388.0,3768,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),21 - 21
60389,Seiya,3768,403,,,Vigente c/OTP,09/01/2025,09/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,750644,0.0,5,"REGISTRAR NUMERO DE RASTREO SEGUN IPT-PAM-0010.
CONTROLAR CONDUCTIVIDAD ELECTRICA SEGUN IOP-PRE-0186 E IPT-PAM-0010. REGISTRAR % IACS ( 46,0 - 51,0 ) = ______________

VERIFICAR CORTE DEL MATERIAL SEGUN IPT-PAM-0138 (PAG.5).",3768.0,,,Goku,390-47417-002_MF,19-19,RECUBRIMIENTO TRASERO DERECHO,"Material provisto chapa AL 2524-0 CL - 051221-1-1 CM 95352839148 ( DATOS REGISTRADOS EN IT ) , presentan marcas , rayas y golpes .
Ver observaciones indicadas en las chapas provistas pabellón 31 .",PAM-005,41932805.0,758611.0,60389.0,3768,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),19 - 19
60390,Seiya,3768,403,,,Vigente c/OTP,09/01/2025,09/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933817,753043,59630.0,5,"REGISTRAR NUMERO DE RASTREO SEGUN IPT-PAM-0010.
CONTROLAR CONDUCTIVIDAD ELECTRICA SEGUN IOP-PRE-0186 E IPT-PAM-0010. REGISTRAR % IACS ( 46,0 - 51,0 ) = ______________

VERIFICAR CORTE DEL MATERIAL SEGUN IPT-PAM-0137 (PAG.6).",3768.0,,,Goku,390-47415-001_MF,17-17,RECUBRIMIENTO DELANTERO IZQUIERDO,"Material provisto chapa AL 2524-0 CL - 051221-1-1 CM 95352839148 ( DATOS REGISTRADOS EN IT ) , presentan marcas , rayas y golpes .
Ver observaciones indicadas en las chapas provistas pabellón 31 .",PAM-005,41933817.0,758607.0,60390.0,3768,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),17 - 17
60391,Seiya,3768,403,,,Vigente c/OTP,09/01/2025,09/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,750641,0.0,5,"REGISTRAR NUMERO DE RASTREO SEGUN IPT-PAM-0010.
CONTROLAR CONDUCTIVIDAD ELECTRICA SEGUN IOP-PRE-0186 E IPT-PAM-0010. REGISTRAR % IACS ( 46,0 - 51,0 ) = ______________

VERIFICAR CORTE DEL MATERIAL SEGUN IPT-PAM-0138 (PAG.5).",3768.0,,,Goku,390-47417-001_MF,19-19,RECUBRIMIENTO TRASERO IZQUIERDO,"Material provisto chapa AL 2524-0 CL - 051221-1-1 CM 95352839148 ( DATOS REGISTRADOS EN IT ) , presentan marcas , rayas y golpes .
Ver observaciones indicadas en las chapas provistas pabellón 31 .",PAM-005,41932805.0,758612.0,60391.0,3768,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),19 - 19
60392,Hyoga,3748,3748,,,Cerrado,09/01/2025,10/01/2025,,10/01/2025,10/01/2025,Panzer IV,Panzer IV,Santuario,Panzer IV,41942124,755430,83005.0,10,"EMBALAR PARA ENVÍO A PROVEEDOR EXTERNO SEGÚN NPF/LOG/008. COMPLETAR FORMULARIO DE SOLICITUD DE ENVÍO DE MATERIALES SEGUN NPF/LOG/022. ORDEN DE COMPRA = ____________________ NRO. REMITO = ____________________

ENVIAR MATERIAL A PROVEEDOR EXTERNO PARA REALIZAR TRABAJOS. ADJUNTAR LA SIGUIENTE DOCUMENTACION (1) DEFINICION DE PRODUCTO (2) DOCUMENTO DE INSPECCION (3) NORMAS Y PROCEDIMIENTOS APLICABLES.

TODA LA DEMAS DOCUMENTACIÓN ADJUNTA A ÉSTE IT DEBE PERMANECER EN EL SECTOR DE EXPEDICIÓN/RECEPCIÓN, HASTA EL RETORNO DE LA PIEZA SEMI-ELABORADA, PARA CONTINUAR SU FABRICACIÓN.

TRABAJO A REALIZAR POR PROVEEDOR (1) MECANIZADO CNC Y RANURADO (2) DESMARCADO Y REBABADO (3) INSPECCION VISUAL Y DIMENSIONAL SEGÚN REQUISITOS ADJUNTOS (4) PROTECCION CON ACEITE ANTICORROSIVO.

PROVEER UNA PROBETA OBTENIDA DEL MARCO FRESADO DE ESPESOR 16 MM IDENTIFICADA SEGUN NUMERO DE PARTE Y LOTE.",9450.0,,,Goku,390-57715-402_MF,N/S,"HINGE LATERAL 1,RH","Piezas 1; 3; 4 y 5 presentan REF 11 del PI fuera de tolerancias.
Pieza 2 presenta REF 11 y 13 fuera de tolerancias, ver informe en red.
Presentan vibraciones, rebabas en aristas y perforaciones",GYD-003,41942924.0,758523.0,60392.0,9450,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),1 - 1
60393,Hyoga,3748,3748,,,Anulado,09/01/2025,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,755572,0.0,25,"INSPECCIONAR POR LIQUIDOS PENETRANTES SEGUN NPF/END/003 E IOP-END-0001. ENSAYO NRO = ______________
",6214.0,,,Goku,395-12156-409_MF,N/S,"SOPORTE LATERAL, BAHIA ELEC. 2",La pieza presenta indicaciones compatibles con corrosión en toda la superficie plana de la misma Ver ENSAYO N° END-026-25,PAM-002,41932805.0,758621.0,60393.0,6214,ENSAYO NO DESTRUCTIVO,23 - 23
60394,Camus,3758,3870,,,Vigente c/disposición de CRP/CRM,09/01/2025,10/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932203,754424,62019.0,80,INSPECCIONAR  CON INSTRUMENTO 3D 3. UTILIZAR PROGRAMA DE INSPECCIÓN 3D  Y  PI 390-16801-401.                                                                                                                                                                                                                                                                                          REGISTRAR:    EQUIPO UTILIZADO.................................................................,9320.0,,,Goku,390-16801-401,19-19,"DOOR FWD,LH","Características 4-6 de PI 390-16801-401 REV B se encuentra fuera de tolerancia, se adjunta informe de medición.",GYD-015,,,,9320,CONTROL DE CALIDAD,19 - 19
60395,Hyoga,3748,3748,,,Vigente c/OTP,09/01/2025,10/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,748029,0.0,10,"MECANIZAR EN FRESA CNC SEGUN PROGRAMAS, INSTRUCTIVO Y CROQUIS.
ALESAR POR CNC SEGÚN IPT-PAM-0967
IDENTIFICAR CON ETIQUETA COLGANTE SEGUN IPT-PAM-0492 METODO K.",310.0,,,Goku,390-56937-401,N/S,"LUG, MOVABLE FAIRING, FLAP,AL","Las 12 piezas presentan la REF 9 fuera de tolerancia.
Piezas  6 y 11 tienen Ref 11 fuera de tolerancia, ver informe en red.
Falta realizar chaflanes en alojamiento para rotula en las 12 piezas",GYD-007,41932804.0,758622.0,60395.0,310,CONTROL NUMÉRICO,21 - 21
60396,Milo,3738,203,,,Vigente c/OTP,10/01/2025,10/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932903,756021,60090.0,90,"REALIZAR INSPECCION POR ULTRASONIDO SEGUN PIUS-390-57254-403-404_MF, NE 07-011 Y NE 20-032                                                                                                                                                  REGISTRAR NUMERO DE INFORME:........................................                                                                                                                                                                                                                                                                                                                                                                                                         /",3738.0,,,Goku,390-57254-405_MF,19,CARENADO FLAP 2 MOVIL IZQ,PRESENTA POROSIDAD EN ZONA INDICADA SEGUN INFORME 263253.,COM-029,41932903.0,758542.0,60396.0,3738,CONTROL DE CALIDAD,19 - 19
60397,Ikki,3728,3870,311.0,,Vigente c/OTP,10/01/2025,10/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933021,749171,390621.0,0,,,,,Goku,395-12161-409_MF1,21-21,"SOPORTE LATERAL, BAHIA ELEC. 2","Soporte Lateral 395-12161-409_MF1 presenta un vértice con canto vivo en borde inferior externo, fuera de diseño, en el momento del hermanado con LOWER BEAM,EBAY2 395-12221-407_MF1, este vértice  presenta una interferencia con el radio de esta ultima, provocando un desplazamiento en el montaje. Ver anexo. Novedad repetida.",ADE-003,41933821.0,758604.0,60397.0,3870,ARMADO,21 - 21
60398,Aioros,3788,1209,,,Vigente c/OTP,10/01/2025,10/01/2025,,,,Tiger I,Tiger I,Jamir,Tiger I,42100209,756069,0.0,0,,,PT 2020/100100,,Goku,100B--220000A00V,1-1,FUSELAJE POSTERIOR OP20,CUADERNA 11 DERIVA C 100B-221150A00C imposibilidad de montaje debido a que la misma no entra entre CUADERNA 100B-221110A00C y CUADERNA 08 FIJACION FRONTAL EH 100B-221120A00C,GYD-008,42100288.0,758617.0,60398.0,1209,,1 - 1
60399,Aioros,3788,3870,,,Vigente c/disposición de CRP/CRM,10/01/2025,10/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754157,390820.0,0,,,,,Goku,390-56903-408,20-20,CARENADO DE FLAP #3 FIJO,"En unión de FAIRING,FIXED 3 ,FLAP 390-56926-406 con BACK PLATE FIX, FIX FAIRING, FLAP 390-04124-001 se observa GAP de 3.1 mm inferior  y 2.1 mm superior  fuera de tolerancia. De acuerdo a diseño Gap max. 2 mm. Ver detalle en anexo. Novedad repetida 59993",ADE-004,,,,3870,ARMADO,20 - 20
60400,Shiryu,3758,3748,,,Vigente c/disposición de CRP/CRM,10/01/2025,10/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,756191,0.0,40,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN.,3748.0,,,Goku,390-57321-403_MF,22-22,"HINGE CENTRAL, LH",De acuerdo a plan de insp. 390-57321-403_MF REV / en ref. 8 se pide Ø max 27.046 mm y la pieza mide 27.082 mm. Ver informe adjunto en red. \\Srie04in1\\mediciones 3d\\SALA DE MMC - PAM\\MEDICIONES\\KC 390\\390-57321-403_MF\\390-57321-403_MF_OTP756191_op40,AGU-006,,,,3748,VARIOS - (ANULAR DESPUES DE ACT.TABLA TALLERES),22 - 22
60401,Ikki,3728,3870,,,Datos básicos,10/01/2025,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754150,390820.0,0,,,,,Goku,390-56902-407,20-20,CARENADO DE FLAP #2 FIJO,"En armado de CARENADO DE FLAP #2 FIJO 390-56902-407 se observa C/U 32 perforaciones fuera de tolerancia por error de escariador en C/U 2 BACK PLATE FIX, FIX FAIRING, FLAP, 390-04145-001 y RIB,FIXED FAIRING 2,FLAP 390-04123-001. Ver detalle en anexo",AGU-006,,,,3870,ARMADO,20 - 20
60402,Hyoga,3748,3748,,,Datos básicos,10/01/2025,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932104,744038,0.0,85,"INSTALAR ROTULAS SEGUN IPT-PAM-0022.

REGISTRAR NCOT DE PREPARACION DEL SELLANTE NPF-PIN-031-1 = ______________ 

TORQUE SIN CARGA PREVIO AL MONTAJE ( 0.028 - 0.04 Nm ) = ______________ Nm

CARGA DE INSTALACION ( NOMINAL 9.6 - MAXIMO 10.6 Tn ) = ______________ Tn

TORQUE SIN CARGA POSTERIOR AL MONTAJE ( 0.028 - 1.808 Nm ) = ______________ Nm
",308.0,,,Goku,390-57814-405_MF,N/S,"CHARNELA CENTRAL,IZQ-SPOILER 6","Las rotulas instaladas presentan corrosión, ver informe del REQ: 260537 adjunto",PAM-002,,,,308,MECANICA CONVENCIONAL,21 - 21
60403,Camus,3758,3748,,,Vigente c/disposición de CRP/CRM,11/01/2025,11/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,753603,0.0,30,"INSPECCIONAR POR LIQUIDOS PENETRANTES SEGUN NPF/END/003 E IOP-END-0001. ENSAYO NRO = ______________
",6214.0,,,Goku,390-47722-001_MF,23-23,"INTERCOSTAL,FR2930-PTA CARGA,AL","Según END-3978-24, pieza inspeccionada presenta corrosión incipiente en toda su superficie, no conforme con criterio de NPF/END/003.",PAM-002,,,,6214,ENSAYO NO DESTRUCTIVO,23 - 23
60404,Shiryu,3758,3748,,,Datos básicos,11/01/2025,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,752842,0.0,130,INSPECCIONAR SEGÚN PLAN DE INSPECCIÓN.,9320.0,,,Goku,390-57414-405_MF,19-19,"CHARNELA CENTRAL,IZQ-SPOILER 2",De acuerdo a plan de insp. 390-57414-405_MF REV / la pieza presenta errores de diametro y posicion de bujes por deformacion de los mismos. Ver informe adjunto en red. \\Srie04in1\\mediciones 3d\\SALA DE MMC - PAM\\MEDICIONES\\KC 390\\390-57414-405_MF_MEDICION DE BUJES\\390-57414-405_MF_OTP752842,AGU-002,,,,9320,CONTROL DE CALIDAD,19 - 19
60405,Ikki,3728,3870,,,Vigente c/disposición de CRP/CRM,11/01/2025,11/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754149,390820.0,0,,,,,Goku,390-56901-407,20-20,CARENADO DE FLAP #1 FIJO,"En armado de CARENADO DE FLAP #1 FIJO 390-56901-407 se observa C/U 4 perforaciones fuera de tolerancia para instalación de remache HST315-BJ5 en RIB,FIXED FAIRING 1,FLAP 390-56941-001 unión con FAIRING,FIXED 1 ,FLAP  390-56935-405. Ver detalle en anexo",AGU-008,,,,3870,ARMADO,20 - 20
60406,Kraken Isaak,9451,9001,,,Datos básicos,11/01/2025,,,,,Sturmgeschütz III,Panther,Blue Graad,Panther,53102317,300013,0.0,0,,,,,Goku,CA9311/F36173/CA9300B,,PINTURA POLIURETANICA GRIS,LOG - SE RECIBEN 4 KITS ABOLLADOS SIN PERDIDA DE CONTENIDO. ADJUNTO IMAGENES VIA MAIL.,LOG-002,,,,9001,,0 - 0
60407,Ikki,3728,3870,,,Vigente c/disposición de CRP/CRM,11/01/2025,11/01/2025,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754151,390820.0,0,,,,,Goku,390-56903-407,20-20,CARENADO DE FLAP #3 FIJO,"En armado de CARENADO DE FLAP #3 FIJO 390-56903-407 se observa CU 1 perforación fuera de tolerancia para instalación de remache UAB130-EU05 en RIB,FIXED FAIRING 3,FLAP-LEFT WING, 390-56933-001 zona de unión con FAIRING,FIXED 3 ,FLAP  390-56926-405. Ver detalle en anexo",AGU-008,,,,3870,ARMADO,20 - 20
60408,Seiya,3768,403,,,Datos básicos,11/01/2025,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,757485,15.0,10,"CONTORNEAR Y PERFORAR DE ACUERDO CON PROGRAMA DE CNC EN ROUTER DE 3 EJES Y VERIFICAR SENTIDO DE FIBRA. SEGÚN/IOP/PAM/0013, SEGÚN PLANTILLA DIGITAL Y SEGÚN DETALLE NESTING.",403.0,,,Goku,390-04144-002_MF,24-26,"RED RUIDO,CARENA MOVIL 4,FLAP-DER","Se observa según PI REF 3 y REF 4 que la posición de los agujeros de dichas referencias se encuentran desplazados, se adjunta PI con las novedades descritas, ademas cada pieza tiene indicado con fibra los valores observados.",AGU-009,,,,403,CHAPA,24 - 26
60409,Aioros,3788,3870,,,Datos básicos,11/01/2025,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41933020,754151,390820.0,0,,,,,Goku,390-56903-407,20-20,CARENADO DE FLAP #3 FIJO,"SETTING SHIM,FIXED FAIRING,FLAP,AL 390-04124-001 presenta perforación ovalizada para instalar HST315BJ5",AGU-008,,,,3870,ARMADO,20 - 20
60410,Hyoga,3748,3748,,,Datos básicos,12/01/2025,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,756254,0.0,10,"MECANIZAR POR CNC SEGÚN PROGRAMAS, INSTRUCTIVO Y CROQUIS
IDENTIFICAR CON ETIQUETA COLGANTE SEGÚN NE01-103 (NPF/GER/006) MÉTODO K.",310.0,,,Goku,390-14136-401,N/S,"SUPPORT TIE ROD,EBAY","En pieza 1 la distancia al borde de las perforaciones se encuentra bajo medida  Ref 8: 26,7 (±0.3) tiene 26.35 y Ref 9: 10.5(±0.3) tiene 10.15 mm",AGU-009,,,,310,CONTROL NUMÉRICO,24 - 25
60411,Hyoga,3748,3748,,,Datos básicos,12/01/2025,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,756216,0.0,10,"MECANIZAR EN FRESA CNC SEGUN PROGRAMAS, INSTRUCTIVO Y CROQUIS.

REGISTRAR DIAMETRO ESCARIADO 9.525 H7 MIN = __________ MAX = __________ MM

REGISTRAR DIAMETRO ESCARIADO 12.7 H7 MIN = __________ MAX = __________ MM
.",310.0,,,Goku,390-57815-402_MF,N/S,"HINGE LATERAL 1,RH",Sobre aleta posterior de espesor 2(±0.2) presenta entrada de herramienta quedando el espesor en un punto en 1.7 mm,PAM-003,,,,310,CONTROL NUMÉRICO,22 - 22
60412,Hyoga,3748,3748,,,Datos básicos,12/01/2025,,,,,Panzer IV,Panzer IV,Santuario,Panzer IV,41932105,756207,0.0,10,"MECANIZAR EN FRESA CNC SEGUN PROGRAMAS, INSTRUCTIVO Y CROQUIS.

REGISTRAR DIAMETRO ESCARIADO 9.525 H7 MIN = __________ MAX = __________ MM

REGISTRAR DIAMETRO ESCARIADO 12.7 H7 MIN = __________ MAX = __________ MM
.",310.0,,,Goku,390-57516-401_MF,N/S,"HINGE LATERAL 2,LH",Sobre aleta posterior de espesor 2(±0.2) presenta entrada de herramienta quedando el espesor en  1.78 mm con radio cero al fondo de la misma,PAM-003,,,,310,CONTROL NUMÉRICO,22 - 22
